iter	RMSE
0	1.518098938
1	1.37413395
2	1.25754973
3	1.129867461
4	1.062121361
5	0.9660391282
6	0.9291781801
7	0.8823535811
8	0.8646496137
9	0.8170900358
10	0.7995654713
11	0.7638830278
12	0.7296557814
13	0.7169001128
14	0.7094645121
15	0.6959820408
16	0.6616143748
17	0.6290184872
18	0.6142895168
19	0.5817101388
20	0.5589209697
21	0.5347167933
22	0.5161669193
23	0.4890703539
24	0.4519299785
25	0.436320286
26	0.4269225675
27	0.4156163324
28	0.4078039022
29	0.3874160294
30	0.3692426689
31	0.3566273674
32	0.3436820218
33	0.3321820192
34	0.3276805074
35	0.3162722555
36	0.3125334172
37	0.3091827539
38	0.3014583663
39	0.2925345111
40	0.2830986839
41	0.2791387823
42	0.2756711093
43	0.2706500939
44	0.2625928921
45	0.2606372652
46	0.256094069
47	0.2544284473
48	0.2501619648
49	0.2454863946
50	0.2409151202
51	0.2392122427
52	0.2377964646
53	0.2349506161
54	0.2311498768
55	0.227614446
56	0.226215178
57	0.2237984326
58	0.2211045924
59	0.2200452918
60	0.2168998153
61	0.2150892427
62	0.2115552143
63	0.2083115163
64	0.2061297423
65	0.2009998225
66	0.1948658924
67	0.1924938006
68	0.1877535787
69	0.1840504953
70	0.1817001271
71	0.1798974806
72	0.1758471986
73	0.1717898493
74	0.1695494381
75	0.165984604
76	0.1632562672
77	0.1593480937
78	0.1572141192
79	0.1547284592
80	0.1524422215
81	0.1509771564
82	0.1471345971
83	0.1440469026
84	0.1421844274
85	0.1412432396
86	0.1400628553
87	0.1380329131
88	0.1349567514
89	0.1325399247
90	0.1309283258
91	0.1298271054
92	0.1274448347
93	0.1252267868
94	0.1241413006
95	0.1222758972
96	0.1197581776
97	0.1175976179
98	0.1150380653
99	0.1133315838
100	0.1119473605
101	0.1097287381
102	0.1081777251
103	0.1066413333
104	0.1054445063
105	0.104140975
106	0.1028410851
107	0.101514071
108	0.1004479658
109	0.09904012274
110	0.09726196449
111	0.09614957662
112	0.09499665337
113	0.09384980019
114	0.09291146862
115	0.09092309807
116	0.08938578943
117	0.08843741765
118	0.08789125185
119	0.0864885398
120	0.08581366074
121	0.08495134538
122	0.08390847989
123	0.08258555104
124	0.0817072863
125	0.08094871776
126	0.08001602367
127	0.07857437796
128	0.07810787774
129	0.077284607
130	0.07683986004
131	0.07611716626
132	0.07502935194
133	0.07463376756
134	0.07352097727
135	0.07257243174
136	0.07155927966
137	0.07012074169
138	0.06940654233
139	0.06873789449
140	0.06792349885
141	0.06653883737
142	0.06586008869
143	0.06526215879
144	0.06470679859
145	0.06357037239
146	0.06298769504
147	0.06248461567
148	0.06181628174
149	0.06129685689
150	0.06024217955
151	0.05962963748
152	0.0589942724
153	0.05838299266
154	0.05790406081
155	0.05743259481
156	0.05676769746
157	0.05577670198
158	0.05519378029
159	0.05456754514
160	0.05411006861
161	0.05379654245
162	0.05334668275
163	0.0527882879
164	0.05223367321
165	0.05155906396
166	0.05110217168
167	0.05042343031
168	0.05005202943
169	0.04962463324
170	0.04911713784
171	0.04826477579
172	0.04794398285
173	0.04751344375
174	0.04700575458
175	0.04650108937
176	0.04600534397
177	0.04539404048
178	0.0450627195
179	0.04470100953
180	0.04406765844
181	0.04361136786
182	0.04331771923
183	0.04303571285
184	0.04252819554
185	0.0423547256
186	0.04209998947
187	0.04165387516
188	0.04142221744
189	0.04103371351
190	0.04054404893
191	0.04036503596
192	0.03998825849
193	0.03981734607
194	0.03946441778
195	0.03892845809
196	0.03876828362
197	0.03843726391
198	0.03787992622
199	0.03763340945
200	0.03751518591
201	0.03717935646
202	0.03679586364
203	0.03663149176
204	0.03617922786
205	0.03590811958
206	0.03556007852
207	0.03537970667
208	0.03489902925
209	0.03474877482
210	0.03439998516
211	0.03425333184
212	0.0339532203
213	0.03382899116
214	0.03331968143
215	0.03302915427
216	0.03288909383
217	0.03255811161
218	0.03250025025
219	0.03212344628
220	0.03180369458
221	0.03132213488
222	0.03106318757
223	0.030609506
224	0.03047741426
225	0.03012556593
226	0.02981547409
227	0.02953030079
228	0.02928255074
229	0.02901662804
230	0.02880956399
231	0.02839637982
232	0.02821682741
233	0.02799775011
234	0.02743163385
235	0.02714971018
236	0.02675845
237	0.02629074766
238	0.02602286046
239	0.02570457702
240	0.02549105043
241	0.02510505215
242	0.02483797453
243	0.02449201103
244	0.0243275375
245	0.02403517064
246	0.02391752927
247	0.02355678454
248	0.02329403919
249	0.02291417963
250	0.02257106016
251	0.02231906002
252	0.02206873451
253	0.02200381977
254	0.02182055587
255	0.0216000109
256	0.02140992574
257	0.02117975091
258	0.02107147497
259	0.02085744871
260	0.02074863037
261	0.02056329434
262	0.02038454634
263	0.02018027818
264	0.02007920981
265	0.01989856553
266	0.01979646922
267	0.01964130181
268	0.01948733521
269	0.01926535899
270	0.01909638955
271	0.01893072905
272	0.01873439154
273	0.01857337419
274	0.01839423263
275	0.01830850086
276	0.01817120844
277	0.01796950348
278	0.01780722576
279	0.01752974491
280	0.01737373817
281	0.01718049139
282	0.01708968941
283	0.01687484348
284	0.01676227274
285	0.01657550683
286	0.01652869172
287	0.01645297497
288	0.01634168969
289	0.01617619981
290	0.01604628514
291	0.01597641887
292	0.01580830828
293	0.01567516648
294	0.0155601008
295	0.01550067794
296	0.01534722592
297	0.01523132114
298	0.01517060288
299	0.01506827283
