iter	Passed	Remaining
409	721	1390
410	722	1387
411	723	1383
412	724	1379
413	724	1375
414	726	1373
415	726	1369
416	728	1367
417	736	1377
418	737	1374
419	739	1373
420	743	1375
421	746	1375
422	747	1372
423	748	1369
424	748	1365
425	749	1362
426	751	1360
427	753	1359
428	754	1356
429	755	1353
430	756	1350
431	758	1347
432	760	1346
433	760	1342
434	760	1338
435	762	1335
436	763	1332
437	767	1334
438	767	1331
439	770	1330
440	770	1326
441	772	1325
442	773	1321
443	773	1317
444	777	1319
445	782	1322
446	782	1318
447	783	1315
448	785	1313
449	789	1315
450	790	1312
451	792	1311
452	793	1308
453	794	1305
454	795	1302
455	804	1312
456	806	1310
457	806	1306
458	808	1305
459	810	1303
460	812	1302
461	814	1301
462	815	1298
463	815	1294
464	816	1290
465	818	1289
466	819	1286
467	819	1282
468	823	1284
469	824	1280
470	826	1279
471	830	1281
472	831	1277
473	833	1276
474	833	1272
475	838	1274
476	839	1272
477	847	1280
478	849	1279
479	851	1277
480	854	1276
481	856	1275
482	860	1277
483	864	1278
484	865	1275
485	867	1274
486	871	1276
487	872	1273
488	873	1270
489	874	1266
490	874	1263
491	875	1259
492	877	1258
493	878	1255
494	882	1257
495	884	1254
496	884	1251
497	885	1247
498	886	1245
499	887	1241
500	888	1239
501	888	1235
502	889	1233
503	890	1230
504	894	1231
505	895	1227
506	895	1224
507	896	1220
508	898	1219
509	899	1217
510	900	1213
511	904	1214
512	908	1216
513	909	1213
514	910	1211
515	911	1208
516	913	1207
517	914	1203
518	914	1200
519	916	1198
520	917	1195
521	921	1197
522	922	1193
523	922	1190
524	924	1189
525	925	1185
526	926	1182
527	927	1180
528	929	1179
529	931	1177
530	932	1175
531	934	1173
532	936	1172
533	937	1169
534	937	1165
535	941	1166
536	946	1168
537	948	1166
538	950	1165
539	951	1163
540	953	1161
541	955	1160
542	957	1157
543	957	1154
544	959	1153
545	960	1149
546	960	1147
547	961	1144
548	963	1142
549	964	1140
550	966	1138
551	968	1137
552	970	1135
553	972	1133
554	974	1132
555	975	1129
556	975	1126
557	976	1123
558	977	1120
559	981	1121
560	981	1118
561	989	1123
562	990	1120
563	991	1117
564	991	1114
565	993	1112
566	993	1109
567	994	1106
568	998	1107
569	1002	1108
570	1006	1109
571	1007	1106
572	1011	1107
573	1012	1104
574	1013	1101
575	1017	1102
576	1021	1103
577	1025	1103
578	1026	1100
579	1030	1101
580	1031	1098
581	1033	1097
582	1034	1094
583	1034	1091
584	1035	1088
585	1035	1085
586	1037	1083
587	1038	1080
588	1038	1077
589	1046	1082
590	1047	1079
591	1048	1076
592	1048	1073
593	1048	1070
594	1053	1071
595	1054	1068
596	1058	1069
597	1063	1070
598	1067	1071
599	1069	1069
600	1071	1068
601	1073	1066
602	1074	1064
603	1075	1061
604	1076	1058
605	1077	1055
606	1081	1056
607	1082	1054
608	1083	1051
609	1084	1048
610	1085	1046
611	1086	1044
612	1088	1042
613	1089	1040
614	1090	1036
615	1090	1033
616	1094	1034
617	1096	1032
618	1100	1032
619	1101	1030
620	1102	1027
621	1102	1024
622	1104	1023
623	1109	1023
624	1117	1028
625	1122	1029
626	1124	1027
627	1125	1025
628	1126	1022
629	1127	1019
630	1128	1017
631	1129	1014
632	1129	1012
633	1137	1015
634	1139	1014
635	1140	1011
636	1142	1010
637	1143	1007
638	1144	1004
639	1145	1001
640	1145	998
641	1146	996
642	1146	993
643	1150	993
644	1151	990
645	1152	987
646	1153	985
647	1154	983
648	1155	980
649	1157	979
650	1159	977
651	1160	975
652	1163	974
653	1165	972
654	1166	970
655	1167	968
656	1169	966
657	1170	963
658	1172	962
659	1172	959
660	1173	956
661	1173	954
662	1175	951
663	1175	948
664	1175	945
665	1176	942
666	1178	941
667	1178	938
668	1180	937
669	1182	935
670	1186	935
671	1189	934
672	1191	933
673	1191	930
674	1193	927
675	1195	926
676	1196	924
677	1197	921
678	1205	924
679	1207	923
680	1208	920
681	1209	918
682	1209	915
683	1211	914
684	1213	912
685	1214	909
686	1215	907
687	1216	905
688	1217	903
689	1219	901
690	1221	899
691	1225	899
692	1229	899
693	1233	899
694	1234	897
695	1236	895
696	1238	894
697	1240	891
698	1240	889
699	1241	886
700	1242	884
701	1243	881
702	1243	879
703	1244	876
704	1245	874
705	1245	871
706	1246	868
707	1246	866
708	1247	863
709	1251	863
710	1255	863
711	1256	860
712	1260	860
713	1261	858
714	1262	856
715	1263	854
716	1267	853
717	1269	852
718	1272	851
719	1273	848
720	1274	846
721	1274	844
722	1276	841
723	1276	839
724	1278	837
725	1280	836
726	1282	834
727	1284	833
728	1287	831
729	1289	829
730	1290	827
731	1291	825
732	1291	822
733	1292	820
734	1294	818
735	1295	816
736	1295	814
737	1296	811
738	1296	809
739	1298	806
740	1299	804
741	1299	802
742	1300	800
743	1301	797
744	1302	795
745	1303	793
746	1304	791
747	1306	789
748	1307	787
749	1309	785
750	1309	783
751	1310	780
752	1311	778
753	1312	776
754	1313	774
755	1314	771
756	1315	769
757	1316	767
758	1318	765
759	1319	763
760	1320	761
761	1321	759
762	1322	757
763	1324	756
764	1327	754
765	1329	753
766	1333	752
767	1333	750
768	1333	747
769	1334	745
770	1335	742
771	1339	742
772	1340	740
773	1341	738
774	1341	735
775	1342	733
776	1342	731
777	1347	730
778	1347	728
779	1348	725
780	1349	723
781	1350	721
782	1350	719
783	1351	717
784	1353	715
785	1357	715
786	1361	714
787	1364	713
788	1366	711
789	1366	709
790	1367	706
791	1367	704
792	1368	702
793	1370	700
794	1372	699
795	1374	697
796	1376	696
797	1378	694
798	1382	694
799	1383	691
800	1385	689
801	1387	688
802	1388	686
803	1390	684
804	1391	682
805	1393	681
806	1394	678
807	1394	676
808	1396	675
809	1397	672
810	1398	670
811	1399	668
812	1399	666
813	1407	667
814	1408	665
815	1409	663
816	1410	661
817	1411	659
818	1412	657
819	1413	654
820	1417	654
821	1421	653
822	1425	652
823	1426	651
824	1429	649
825	1431	648
826	1435	647
827	1437	645
828	1439	644
829	1440	642
830	1444	641
831	1447	640
832	1448	637
833	1448	635
834	1450	633
835	1450	631
836	1452	629
837	1452	627
838	1453	625
839	1461	626
840	1461	623
841	1462	621
842	1466	621
843	1468	619
844	1470	617
845	1470	615
846	1472	613
847	1476	612
848	1477	610
849	1478	608
850	1482	607
851	1483	605
852	1484	603
853	1484	601
854	1485	599
855	1486	597
856	1486	595
857	1487	593
858	1489	591
859	1490	589
860	1490	587
861	1491	584
862	1493	583
863	1494	581
864	1496	579
865	1498	577
866	1500	576
867	1501	574
868	1502	572
869	1504	570
870	1505	568
871	1506	566
872	1507	564
873	1509	563
874	1510	560
875	1514	559
876	1516	558
877	1517	556
878	1519	554
879	1520	552
880	1520	550
881	1520	548
882	1529	548
883	1533	548
884	1534	546
885	1534	543
886	1534	541
887	1539	540
888	1539	538
889	1540	536
890	1542	534
891	1542	532
892	1543	530
893	1544	528
894	1545	526
895	1547	524
896	1548	523
897	1549	520
898	1549	518
899	1549	516
900	1550	514
901	1551	512
902	1552	510
903	1554	508
904	1556	507
905	1556	505
906	1560	504
907	1561	502
908	1563	500
909	1565	499
910	1568	497
911	1570	495
912	1570	493
913	1572	491
914	1572	489
915	1573	487
916	1573	485
917	1573	483
918	1575	481
919	1579	480
920	1582	479
921	1582	477
922	1585	475
923	1586	473
924	1586	471
925	1590	470
926	1595	469
927	1595	467
928	1596	465
929	1597	463
930	1597	461
931	1599	459
932	1599	457
933	1600	455
934	1600	453
935	1601	451
936	1601	449
937	1602	447
938	1604	445
939	1606	444
940	1607	442
941	1609	440
942	1611	439
943	1612	437
944	1616	436
945	1620	435
946	1621	433
947	1622	431
948	1623	429
949	1624	427
950	1624	425
951	1625	423
952	1625	421
953	1626	419
954	1642	421
955	1644	419
956	1645	417
957	1646	415
958	1650	414
959	1654	413
960	1655	411
961	1656	409
962	1660	408
963	1662	406
964	1663	405
965	1664	403
966	1665	401
967	1666	399
968	1668	397
969	1670	396
970	1674	394
971	1678	393
972	1682	392
973	1683	390
974	1684	388
975	1684	386
976	1687	385
977	1689	383
978	1693	382
979	1693	380
980	1694	378
981	1695	376
982	1696	374
983	1697	372
984	1698	370
985	1700	369
986	1701	367
987	1702	365
988	1703	363
989	1703	361
990	1704	359
991	1705	357
992	1706	355
993	1706	353
994	1707	351
995	1708	349
996	1709	348
997	1711	346
998	1712	344
999	1714	342
1000	1715	340
1001	1720	339
1002	1722	338
1003	1725	336
1004	1726	334
1005	1727	333
1006	1729	331
1007	1731	329
1008	1733	328
1009	1734	326
1010	1736	324
1011	1737	322
1012	1739	321
1013	1740	319
1014	1740	317
1015	1740	315
1016	1742	313
1017	1743	311
1018	1743	309
1019	1744	307
1020	1745	305
1021	1745	304
1022	1746	302
1023	1747	300
1024	1748	298
1025	1750	296
1026	1752	295
1027	1753	293
1028	1757	292
1029	1759	290
1030	1760	288
1031	1762	286
1032	1764	285
1033	1765	283
1034	1767	281
1035	1770	280
1036	1772	278
1037	1772	276
1038	1788	277
1039	1790	275
1040	1794	274
1041	1797	272
1042	1799	270
1043	1800	269
1044	1801	267
1045	1801	265
1046	1803	263
1047	1803	261
1048	1807	260
1049	1809	258
1050	1810	256
1051	1811	254
1052	1813	253
1053	1814	251
1054	1815	249
1055	1816	247
1056	1818	246
1057	1820	244
1058	1822	242
1059	1824	241
1060	1825	239
1061	1826	237
1062	1830	235
1063	1831	234
1064	1831	232
1065	1832	230
1066	1834	228
1067	1835	226
1068	1837	225
1069	1837	223
1070	1838	221
1071	1839	219
1072	1841	218
1073	1844	216
1074	1844	214
1075	1846	212
1076	1848	211
1077	1849	209
1078	1851	207
1079	1851	205
1080	1853	204
1081	1857	202
1082	1857	200
1083	1859	198
1084	1860	197
1085	1861	195
1086	1864	193
1087	1864	191
1088	1865	190
1089	1866	188
1090	1867	186
1091	1868	184
1092	1870	183
1093	1871	181
1094	1871	179
1095	1872	177
1096	1873	175
1097	1877	174
1098	1877	172
1099	1881	171
1100	1882	169
1101	1882	167
1102	1887	165
1103	1889	164
1104	1889	162
1105	1890	160
1106	1891	158
1107	1892	157
1108	1892	155
1109	1893	153
1110	1893	151
1111	1897	150
1112	1898	148
1113	1899	146
1114	1900	144
1115	1902	143
1116	1905	141
1117	1907	139
1118	1909	138
1119	1911	136
1120	1913	134
1121	1915	133
1122	1917	131
1123	1919	129
1124	1920	128
1125	1922	126
1126	1924	124
1127	1926	122
1128	1930	121
1129	1933	119
1130	1935	118
1131	1936	116
1132	1940	114
1133	1942	113
1134	1947	111
1135	1955	110
1136	1957	108
1137	1958	106
1138	1959	104
1139	1959	103
1140	1960	101
1141	1961	99
1142	1961	97
1143	1962	96
1144	1966	94
1145	1966	92
1146	1970	91
1147	1975	89
1148	1979	87
1149	1980	86
1150	1980	84
1151	1985	82
1152	1993	81
1153	1994	79
1154	1994	77
1155	1996	76
1156	1997	74
1157	1999	72
1158	2000	70
1159	2001	69
1160	2001	67
1161	2001	65
1162	2002	63
1163	2004	61
1164	2004	60
1165	2008	58
1166	2013	56
1167	2015	55
1168	2015	53
1169	2016	51
1170	2018	49
1171	2018	48
1172	2026	46
1173	2027	44
1174	2028	43
1175	2028	41
1176	2029	39
1177	2029	37
1178	2029	36
1179	2030	34
1180	2030	32
1181	2031	30
1182	2033	29
1183	2037	27
1184	2039	25
1185	2040	24
1186	2040	22
1187	2041	20
1188	2042	18
1189	2042	17
1190	2044	15
1191	2048	13
1192	2050	12
1193	2052	10
1194	2053	8
1195	2057	6
1196	2061	5
1197	2062	3
1198	2064	1
1199	2069	0
