iter	Passed	Remaining
189	3594	19107
190	3594	18990
191	3598	18890
192	3603	18801
193	3605	18695
194	3605	18581
195	3691	18908
196	3691	18794
197	3784	19151
198	3784	19036
199	3874	19372
200	3874	19258
201	3880	19170
202	3880	19057
203	3890	18993
204	3890	18885
205	3891	18776
206	3891	18668
207	3981	18989
208	3983	18888
209	4069	19184
210	4088	19162
211	4110	19154
212	4158	19269
213	4158	19161
214	4165	19084
215	4166	18979
216	4167	18880
217	4168	18775
218	4256	19068
219	4257	18963
220	4345	19249
221	4345	19144
222	4345	19039
223	4345	18935
224	4432	19207
225	4438	19128
226	4523	19390
227	4523	19286
228	4524	19183
229	4524	19083
230	4613	19353
231	4703	19625
232	4703	19522
233	4795	19797
234	4796	19694
235	4885	19957
236	4973	20209
237	5069	20491
238	5071	20390
239	5071	20284
240	5071	20179
241	5071	20076
242	5078	19999
243	5164	20235
244	5164	20132
245	5170	20050
246	5176	19970
247	5177	19873
248	5200	19861
249	5202	19767
250	5203	19674
251	5203	19576
252	5292	19810
253	5293	19714
254	5293	19618
255	5293	19521
256	5294	19425
257	5294	19330
258	5294	19235
259	5295	19143
260	5295	19050
261	5335	19102
262	5335	19010
263	5337	18923
264	5423	19134
265	5513	19359
266	5523	19302
267	5524	19210
268	5524	19119
269	5544	19096
270	5635	19317
271	5727	19540
272	5727	19448
273	5727	19356
274	5728	19267
275	5728	19178
276	5734	19108
277	5822	19309
278	5824	19226
279	5824	19137
280	5842	19108
281	5842	19020
282	5862	18995
283	5970	19257
284	5971	19170
285	5978	19106
286	5978	19019
287	5979	18935
288	5986	18872
289	5987	18787
290	5987	18702
291	5987	18619
292	6084	18835
293	6088	18761
294	6177	18951
295	6191	18910
296	6192	18826
297	6192	18744
298	6192	18661
299	6198	18596
300	6199	18514
301	6297	18724
302	6388	18912
303	6485	19115
304	6491	19049
305	6492	18967
306	6584	19152
307	6602	19122
308	6622	19094
309	6713	19274
310	6714	19192
311	6714	19111
312	6805	19285
313	6892	19446
314	6983	19619
315	7072	19785
316	7073	19703
317	7111	19725
318	7129	19691
319	7131	19610
320	7131	19528
321	7131	19446
322	7131	19364
323	7132	19283
324	7151	19254
325	7152	19176
326	7171	19146
327	7171	19066
328	7192	19041
329	7192	18963
330	7193	18885
331	7194	18809
332	7199	18745
333	7199	18667
334	7200	18591
335	7201	18517
336	7201	18441
337	7201	18365
338	7201	18290
339	7201	18215
340	7204	18148
341	7210	18089
342	7211	18017
343	7211	17944
344	7211	17871
345	7298	18014
346	7335	18032
347	7335	17960
348	7336	17888
349	7336	17817
350	7345	17767
351	7442	17930
352	7446	17866
353	7446	17795
354	7533	17931
355	7536	17867
356	7536	17797
357	7537	17727
358	7540	17664
359	7540	17594
360	7541	17526
361	7551	17480
362	7551	17411
363	7551	17343
364	7562	17299
365	7575	17261
366	7669	17408
367	7670	17341
368	7670	17274
369	7673	17213
370	7674	17147
371	7674	17081
372	7674	17015
373	7675	16951
374	7675	16885
375	7675	16821
376	7676	16757
377	7676	16693
378	7687	16652
379	7687	16588
380	7689	16528
381	7689	16466
382	7689	16403
383	7689	16341
384	7689	16278
385	7690	16217
386	7690	16156
387	7784	16290
388	7784	16229
389	7784	16168
390	7785	16108
391	7873	16228
392	7883	16189
393	7976	16318
394	8063	16433
395	8083	16411
396	8089	16362
397	8089	16301
398	8090	16241
399	8176	16352
400	8178	16295
401	8181	16240
402	8279	16373
403	8279	16313
404	8283	16259
405	8294	16220
406	8383	16334
407	8383	16274
408	8383	16214
409	8384	16154
410	8469	16259
411	8469	16199
412	8565	16321
413	8603	16334
414	8604	16275
415	8691	16379
416	8780	16487
417	8780	16427
418	8781	16367
419	8867	16468
420	8906	16480
421	8944	16489
422	8945	16432
423	8946	16372
424	8946	16314
425	8965	16289
426	8965	16230
427	8967	16175
428	8968	16118
429	8969	16061
430	8970	16004
431	9059	16105
432	9059	16047
433	9061	15992
434	9066	15944
435	9154	16041
436	9175	16020
437	9176	15963
438	9177	15908
439	9266	16005
440	9269	15954
441	9270	15898
442	9290	15875
443	9290	15818
444	9291	15764
445	9293	15710
446	9293	15655
447	9313	15633
448	9315	15580
449	9315	15525
450	9318	15476
451	9323	15429
452	9323	15375
453	9410	15462
454	9422	15428
455	9423	15374
456	9513	15466
457	9513	15412
458	9513	15358
459	9513	15305
460	9514	15251
461	9600	15335
462	9601	15282
463	9601	15229
464	9691	15318
465	9691	15264
466	9692	15212
467	9779	15296
468	9779	15243
469	9874	15336
470	9874	15283
471	9874	15230
472	9874	15177
473	9874	15124
474	9875	15072
475	9965	15158
476	9965	15105
477	9966	15053
478	10057	15139
479	10058	15087
480	10146	15167
481	10235	15247
482	10235	15194
483	10236	15142
484	10236	15091
485	10236	15039
486	10237	14987
487	10238	14938
488	10328	15018
489	10428	15110
490	10448	15087
491	10448	15035
492	10450	14986
493	10450	14934
494	10450	14883
495	10450	14832
496	10450	14782
497	10450	14732
498	10451	14681
499	10461	14645
500	10461	14595
501	10461	14545
502	10500	14550
503	10500	14500
504	10510	14464
505	10599	14537
506	10599	14488
507	10600	14439
508	10600	14390
509	10601	14342
510	10601	14294
511	10639	14297
512	10640	14249
513	10640	14200
514	10649	14165
515	10650	14117
516	10654	14075
517	10748	14150
518	10748	14103
519	10751	14060
520	10753	14014
521	10758	13973
522	10758	13927
523	10779	13905
524	10779	13859
525	10882	13944
526	10886	13902
527	10886	13855
528	10982	13930
529	10989	13892
530	10993	13850
531	10993	13804
532	10994	13758
533	10994	13712
534	10994	13666
535	10995	13621
536	10995	13575
537	10995	13529
538	11088	13598
539	11089	13553
540	11089	13508
541	11089	13462
542	11179	13527
543	11180	13481
544	11180	13436
545	11180	13391
546	11180	13347
547	11180	13302
548	11181	13258
549	11278	13329
550	11331	13346
551	11332	13302
552	11420	13361
553	11420	13317
554	11420	13273
555	11421	13228
556	11459	13228
557	11503	13235
558	11503	13191
559	11513	13158
560	11608	13223
561	11696	13278
562	11706	13245
563	11713	13208
564	11803	13265
565	11803	13221
566	11803	13177
567	11804	13134
568	11804	13090
569	11804	13047
570	11824	13025
571	11824	12982
572	11824	12939
573	11825	12896
574	11833	12862
575	11833	12820
576	11836	12780
577	11838	12739
578	11838	12697
579	11838	12654
580	11838	12612
581	11838	12570
582	11839	12530
583	11839	12488
584	11840	12447
585	11849	12415
586	11849	12374
587	11850	12333
588	11952	12398
589	11953	12358
590	11953	12317
591	11953	12276
592	11953	12235
593	11954	12195
594	11954	12155
595	11958	12118
596	11958	12078
597	11958	12038
598	11958	11998
599	11959	11959
600	11959	11919
601	11961	11881
602	11961	11842
603	11963	11804
604	11963	11765
605	11963	11726
606	11964	11688
607	11964	11649
608	11965	11611
609	11965	11573
610	11967	11536
611	11967	11497
612	12011	11501
613	12011	11463
614	12012	11426
615	12012	11388
616	12013	11351
617	12014	11314
618	12014	11277
619	12015	11239
620	12018	11205
621	12019	11169
622	12020	11132
623	12020	11095
624	12025	11063
625	12033	11033
626	12130	11085
627	12130	11048
628	12219	11092
629	12229	11064
630	12229	11027
631	12231	10992
632	12231	10956
633	12236	10924
634	12246	10896
635	12334	10937
636	12334	10901
637	12336	10866
638	12375	10864
639	12423	10870
640	12467	10872
641	12468	10836
642	12468	10800
643	12470	10766
644	12470	10730
645	12471	10695
646	12559	10735
647	12579	10715
648	12579	10679
649	12579	10644
650	12599	10625
651	12599	10589
652	12685	10626
653	12686	10591
654	12689	10558
655	12689	10523
656	12690	10488
657	12690	10453
658	12692	10419
659	12782	10458
660	12784	10425
661	12876	10464
662	12876	10429
663	12966	10466
664	13055	10503
665	13055	10467
666	13056	10433
667	13056	10397
668	13057	10364
669	13058	10329
670	13058	10295
671	13079	10276
672	13079	10242
673	13080	10208
674	13080	10173
675	13080	10139
676	13090	10113
677	13110	10093
678	13130	10075
679	13131	10041
680	13140	10014
681	13143	9983
682	13144	9949
683	13144	9916
684	13232	9948
685	13233	9915
686	13234	9882
687	13234	9848
688	13234	9815
689	13245	9790
690	13245	9756
691	13245	9723
692	13337	9758
693	13338	9724
694	13338	9691
695	13338	9658
696	13338	9625
697	13338	9593
698	13345	9565
699	13348	9534
700	13348	9502
701	13434	9530
702	13435	9498
703	13436	9466
704	13436	9433
705	13436	9401
706	13443	9374
707	13456	9351
708	13456	9318
709	13545	9348
710	13545	9316
711	13546	9284
712	13639	9316
713	13640	9284
714	13640	9252
715	13731	9281
716	13749	9262
717	13752	9232
718	13752	9200
719	13753	9169
720	13754	9137
721	13754	9106
722	13754	9074
723	13757	9045
724	13761	9015
725	13779	8996
726	13867	9022
727	13868	8991
728	13874	8964
729	13876	8934
730	13972	8964
731	13972	8933
732	13972	8901
733	13972	8870
734	14074	8904
735	14121	8902
736	14132	8878
737	14133	8847
738	14143	8822
739	14245	8855
740	14246	8824
741	14336	8849
742	14336	8818
743	14337	8787
744	14337	8756
745	14337	8725
746	14338	8695
747	14339	8664
748	14345	8638
749	14346	8607
750	14346	8577
751	14347	8547
752	14389	8542
753	14390	8511
754	14390	8481
755	14486	8508
756	14493	8481
757	14496	8453
758	14496	8423
759	14582	8442
760	14582	8412
761	14594	8389
762	14680	8408
763	14717	8398
764	14718	8369
765	14824	8399
766	14824	8369
767	14826	8339
768	14917	8361
769	14918	8330
770	14918	8300
771	14918	8270
772	14922	8243
773	15017	8265
774	15017	8235
775	15018	8205
776	15018	8176
777	15024	8149
778	15026	8120
779	15026	8091
780	15046	8072
781	15047	8043
782	15137	8061
783	15137	8032
784	15159	8014
785	15160	7985
786	15247	8001
787	15254	7975
788	15254	7946
789	15254	7917
790	15255	7888
791	15257	7859
792	15257	7830
793	15257	7801
794	15258	7773
795	15261	7745
796	15264	7718
797	15352	7733
798	15439	7748
799	15439	7719
800	15440	7691
801	15440	7662
802	15528	7677
803	15528	7648
804	15534	7622
805	15534	7593
806	15631	7612
807	15633	7584
808	15723	7599
809	15724	7570
810	15724	7542
811	15744	7523
812	15744	7494
813	15744	7466
814	15745	7437
815	15745	7409
816	15748	7382
817	15748	7354
818	15768	7335
819	15768	7307
820	15768	7279
821	15769	7251
822	15769	7223
823	15769	7195
824	15769	7167
825	15858	7180
826	15858	7152
827	15859	7125
828	15946	7136
829	15966	7117
830	15966	7089
831	15972	7064
832	15977	7039
833	16065	7050
834	16065	7022
835	16069	6996
836	16069	6969
837	16070	6941
838	16075	6917
839	16076	6889
840	16076	6862
841	16077	6836
842	16078	6809
843	16078	6782
844	16079	6755
845	16080	6728
846	16174	6740
847	16174	6713
848	16261	6723
849	16262	6696
850	16263	6669
851	16264	6643
852	16359	6654
853	16444	6662
854	16445	6635
855	16445	6608
856	16445	6581
857	16485	6571
858	16491	6546
859	16580	6555
860	16582	6529
861	16673	6537
862	16763	6546
863	16763	6519
864	16763	6492
865	16852	6499
866	16852	6472
867	16852	6445
868	16941	6452
869	16941	6426
870	16942	6399
871	16961	6380
872	16961	6353
873	17000	6341
874	17021	6322
875	17022	6295
876	17110	6301
877	17110	6275
878	17113	6249
879	17119	6225
880	17119	6198
881	17122	6173
882	17222	6182
883	17222	6156
884	17222	6130
885	17224	6104
886	17310	6108
887	17399	6113
888	17402	6087
889	17402	6061
890	17403	6035
891	17403	6009
892	17493	6013
893	17581	6017
894	17581	5991
895	17581	5965
896	17678	5971
897	17700	5952
898	17700	5926
899	17700	5900
900	17787	5902
901	17787	5876
902	17787	5850
903	17787	5824
904	17787	5798
905	17788	5772
906	17826	5758
907	17827	5732
908	17827	5707
909	17827	5681
910	17828	5655
911	17828	5629
912	17837	5607
913	17846	5584
914	17851	5560
915	17852	5534
916	17889	5520
917	17889	5495
918	17908	5475
919	17909	5450
920	17935	5433
921	17940	5409
922	17944	5385
923	17944	5360
924	17949	5336
925	17951	5311
926	17951	5286
927	17951	5261
928	17952	5237
929	17953	5212
930	17953	5187
931	18048	5189
932	18049	5165
933	18068	5145
934	18087	5126
935	18176	5126
936	18274	5129
937	18279	5105
938	18279	5080
939	18279	5056
940	18365	5055
941	18454	5054
942	18455	5029
943	18458	5005
944	18460	4981
945	18460	4956
946	18460	4931
947	18460	4907
948	18461	4882
949	18463	4858
950	18463	4834
951	18466	4810
952	18467	4786
953	18468	4762
954	18468	4738
955	18469	4713
956	18469	4689
957	18474	4666
958	18474	4642
959	18475	4618
960	18476	4594
961	18477	4571
962	18478	4547
963	18478	4523
964	18515	4509
965	18516	4485
966	18517	4461
967	18518	4438
968	18518	4414
969	18519	4391
970	18569	4379
971	18592	4361
972	18594	4337
973	18594	4314
974	18594	4291
975	18685	4288
976	18690	4266
977	18690	4242
978	18738	4230
979	18832	4227
980	18853	4208
981	18853	4185
982	18890	4170
983	18890	4146
984	18890	4123
985	18912	4104
986	19005	4101
987	19044	4086
988	19044	4063
989	19045	4039
990	19045	4016
991	19137	4012
992	19143	3990
993	19235	3986
994	19273	3970
995	19273	3947
996	19273	3924
997	19273	3901
998	19274	3877
999	19274	3854
1000	19274	3831
1001	19364	3826
1002	19454	3821
1003	19545	3815
1004	19546	3792
1005	19632	3786
1006	19633	3762
1007	19638	3740
1008	19639	3717
1009	19639	3694
1010	19730	3688
1011	19821	3682
1012	19821	3659
1013	19821	3635
1014	19822	3612
1015	19822	3589
1016	19827	3567
1017	19827	3544
1018	19827	3521
1019	19913	3514
1020	19914	3491
1021	19914	3468
1022	19914	3445
1023	19916	3423
1024	19916	3400
1025	19916	3377
1026	19916	3355
1027	19918	3332
1028	20006	3324
1029	20098	3317
1030	20099	3294
1031	20118	3275
1032	20118	3252
1033	20120	3230
1034	20120	3207
1035	20158	3191
1036	20161	3169
1037	20161	3146
1038	20162	3124
1039	20251	3115
1040	20254	3093
1041	20341	3084
1042	20351	3063
1043	20447	3055
1044	20447	3032
1045	20447	3010
1046	20448	2988
1047	20453	2966
1048	20542	2957
1049	20546	2935
1050	20632	2924
1051	20717	2914
1052	20719	2892
1053	20806	2882
1054	20893	2871
1055	20894	2849
1056	20894	2826
1057	20894	2804
1058	20895	2782
1059	20896	2759
1060	20896	2737
1061	20896	2715
1062	20916	2695
1063	21005	2684
1064	21008	2663
1065	21096	2651
1066	21096	2629
1067	21096	2607
1068	21097	2585
1069	21100	2563
1070	21191	2552
1071	21281	2541
1072	21282	2518
1073	21282	2496
1074	21304	2477
1075	21315	2456
1076	21315	2434
1077	21316	2412
1078	21357	2395
1079	21359	2373
1080	21359	2351
1081	21359	2329
1082	21359	2307
1083	21360	2285
1084	21363	2264
1085	21364	2242
1086	21364	2220
1087	21364	2199
1088	21365	2177
1089	21365	2156
1090	21452	2143
1091	21543	2130
1092	21543	2109
1093	21544	2087
1094	21634	2074
1095	21726	2061
1096	21727	2040
1097	21763	2021
1098	21764	2000
1099	21850	1986
1100	21850	1964
1101	21851	1943
1102	21851	1921
1103	21851	1900
1104	21852	1878
1105	21872	1858
1106	21959	1844
1107	21959	1823
1108	21959	1801
1109	21960	1780
1110	21981	1760
1111	21985	1739
1112	21988	1718
1113	21989	1697
1114	21989	1676
1115	21989	1655
1116	22084	1641
1117	22094	1620
1118	22113	1600
1119	22115	1579
1120	22118	1558
1121	22208	1543
1122	22208	1522
1123	22228	1502
1124	22228	1481
1125	22228	1460
1126	22228	1439
1127	22315	1424
1128	22316	1403
1129	22316	1382
1130	22321	1361
1131	22322	1340
1132	22323	1320
1133	22328	1299
1134	22331	1278
1135	22370	1260
1136	22371	1239
1137	22371	1218
1138	22372	1198
1139	22382	1178
1140	22383	1157
1141	22383	1136
1142	22383	1116
1143	22383	1095
1144	22384	1075
1145	22420	1056
1146	22420	1036
1147	22420	1015
1148	22420	995
1149	22420	974
1150	22421	954
1151	22421	934
1152	22421	913
1153	22424	893
1154	22443	874
1155	22463	855
1156	22463	834
1157	22482	815
1158	22570	798
1159	22573	778
1160	22659	761
1161	22748	743
1162	22748	723
1163	22749	703
1164	22842	686
1165	22843	666
1166	22843	645
1167	22844	625
1168	22844	605
1169	22845	585
1170	22931	567
1171	22931	547
1172	22932	527
1173	22932	507
1174	23023	489
1175	23023	469
1176	23024	449
1177	23024	430
1178	23050	410
1179	23141	392
1180	23141	372
1181	23141	352
1182	23227	333
1183	23228	313
1184	23228	294
1185	23230	274
1186	23325	255
1187	23417	236
1188	23418	216
1189	23508	197
1190	23509	177
1191	23510	157
1192	23599	138
1193	23601	118
1194	23602	98
1195	23602	78
1196	23698	59
1197	23699	39
1198	23789	19
1199	23790	0
